Text,Label,Score,text_cleaned
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness,0.604,k number madden low dropped people unhappy
I have no clue where my charger is... #lost,sadness,0.604,clue charger is lost
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness,0.604,grim piece laughter stricken day
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness,0.604,moving clip youtube tonight vigil held tulsa metropolitan baptist church terencecruther justice anger sadness
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",sadness,0.604,having nail half hanging absolutely fucking grim acrylic holding
Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness,0.604,lost geelong football team nlast seen entering banner not sure since unhappy playwithsomeheart
@deshbhakthoon always unhappy and easily offended.,sadness,0.604,unhappy easily offended
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness,0.604,sad dayst day falli not dislike falli just love summer firstdayoffall goodbyesummer sadness bathingsuitsforever
@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.,sadness,0.604,not yet not sunk yet rest up
Awareness of time is awareness of time lost. #awareness #time #lost,sadness,0.604,awareness time awareness time lost awareness time lost
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,sadness,0.604,i frown cup cheek hand step aside angela care you not know
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness,0.604,gonna loong year brown fan longer normal sad
@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed 😢,sadness,0.604,ni like thinkingbut sadly shed
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love 🎶",sadness,0.604,sadness leaf broken bed hold depth despair love
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness,0.604,theyve substituted hood badge gun public opinion indictment charlotte police dark sadtimes america race
@MCFCDenver doing the exact same minus the beer sadly,sadness,0.604,doing exact minus beer sadly
i miss the guy who always make me sulk,sadness,0.604,miss guy make sulk
Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness,0.604,let not burden remembrance heaviness gonen william shakespeare n forge ahead
Cause fail or pass I refuse to be sober,sadness,0.604,cause fail pas refuse sober
@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,sadness,0.604,why did want make plummet depth despair
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness,0.604,trump presidencya dark age usa world definitely war short amp long term pain
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness,0.604,unbelievably discouraged music late incredibly completing album not digging all
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness,0.604,hennessey dreadful mutch pitch fryer depth unfortunately cpfc
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness,0.604,unhappy just fucking tell unhappy leave not fuckin people
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness,0.604,conflicting report mama ritamarley healthmann woke today feeling like mi ole selfrejoicenow dis sadness
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness,0.604,blame manager watching player play abysmal team dreadful jose save u noone can mufc
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness,0.604,sorrow grim reminder bad video game bit trigger happy time rip mg
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",sadness,0.604,im kind confused thing right great future hand doe new thing lost needhelp
@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,sadness,0.604,msm relentlessly saying dt win to depress gop turnout amp provide cover stolen election
The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness,0.604,voice miley alicia year longer contestant sad
@chocorobos I have this one so I'm not so sad.. but wtf,sadness,0.583,not sad wtf
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,sadness,0.583,right sufc fan football maybe shit marcos rojo mufc shocking start just dreadful
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness,0.583,discouraged try fucking year contact lady gaga thousand tweet tweet
"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness,0.583,respect all u havent war u say anything u havent lost friend mate war ahut it
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness,0.583,blue guitar not stand main character sort skimread end got grim unsettling
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness,0.583,coat pair sunglass limb lost
Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness,0.583,people protest just adrenaline rush depressing
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness,0.583,pout just want adrian appear tell stop pouting
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness,0.583,despair underneath action neach attempt pierce armour numbness mgla
"Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓#blog #selfhelp #depression",sadness,0.583,bear me not twitter savvy real life facebook person help gain follower blog selfhelp depression
she's always so insensitive whenever i grieve idgi,sadness,0.583,insensitive grieve idgi
@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness,0.583,damper mood
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness,0.583,knew going that definitely buy did not live texas play dfs depress
Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness,0.583,romero fucking dreadful like seriously month old better him
"One step forward, two steps backward, the link to RogerFedererShop doesn´t work.😰 I am losing hope about Roger Federer new Website #sadness",sadness,0.583,step forward step backward link rogerfederershop doesnt work losing hope roger federer new website sadness
My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr,sadness,0.583,friend tell pretty trigger tell ugly confused realised both pretty ugly tru tumblr
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness,0.583,know man assume heated argument penis sad
@DoubleEph sadly his best days are behind him,sadness,0.583,sadly best day
"@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness,0.583,ty conflate depression sadness different q reminded mhchat
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness,0.583,not let behavior destroy ur inner peace dalai lama healing depression anxiety intuition meditation book
@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,sadness,0.583,business class los angeles dublin destroyed luggage day customer response time unhappy customer
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),sadness,0.583,got teampaella present way fi not think arrive saturday sadly
